weight(kg);height(m);age (years);gender;BMR;BMI
17,64366212;0,860748768;4;F;951,906;23,81419543
17,26399915;1,057298694;2;F;991,075;15,44351004
16,40965931;0,920051102;5;M;716,838;19,38544011
13,63325998;0,931469184;2;F;934,829;15,71313107
13,83444531;1,056023178;2;F;957,935;12,40551648
12,59226144;1,023357543;5;F;926,356;12,02399929
15,17380325;0,861767141;4;F;928,369;20,43217444
13,91321958;1,01019736;2;F;950,9;13,63374544
16,16071548;1,039936608;2;F;977,532;14,94331155
14,89066429;1,041354203;3;F;960,881;13,73147288
17,6854553;1,079394796;3;M;827,588;15,17943493
17,48745502;0,979957645;2;F;980,072;18,21008613
15,01045164;0,984239283;4;F;947,621;15,49502818
17,42175863;0,898669925;4;F;956,223;21,57205787
16,8397618;1,012984551;3;F;974,769;16,41082069
17,82386173;0,965691406;4;F;971,477;19,11283328
15,72703183;0,911968528;5;F;937,514;18,90980557
17,2840816;0,951221775;2;M;764,803;19,10217156
13,55546129;0,905563433;4;F;920,278;16,53014056
16,06165688;0,961010824;4;F;953,764;17,39136964
13,2856747;0,913616184;3;F;923,757;15,9168105
16,5919407;0,915696109;3;F;955,851;19,78766045
13,18894278;1,062953447;3;F;948,216;11,67297338
17,3699778;1,036526791;3;F;983,861;16,16732616
12,48353692;0,889721589;3;F;911,995;15,76991646
17,53669486;0,871355598;5;F;947,983;23,0970702
15,85459574;0,984674166;2;F;965,199;16,35197011
17,28613655;0,95158384;2;F;973,316;19,08990743
13,71833863;0,874845337;4;F;916,62;17,92416598
13,27396556;1,051267399;4;F;942,346;12,01086522
13,73519304;0,891174359;4;F;919,557;17,29455542
15,08166987;0,937543874;2;F;949,766;17,15798284
16,28377088;0,948902591;3;F;958,538;18,08471703
13,49704957;0,940029499;4;F;925,577;15,27410876
16,66110448;1,014144862;3;F;973,251;16,19958161
16,23188372;0,905039766;2;F;955,283;19,81680334
16,84544374;1,035023116;3;F;978,57;15,72469959
12,36980376;1,072205569;4;F;937,225;10,75986178
12,33587685;0,931601351;3;F;917,697;14,2137871
16,99789815;0,937029301;4;F;958,675;19,35926565
14,92712277;1,058573748;3;M;779,388;13,32090912
17,68894467;0,870018495;3;F;958,617;23,36925961
17,63857259;0,866859742;3;F;957,596;23,47284701
16,15611255;0,930978453;3;F;954,265;18,6405023
14,50062597;0,881406587;2;M;691,762;18,66526527
17,1237437;1,022400038;3;F;979,096;16,38162595
15,92490115;1,078621727;2;F;981,845;13,68795021
15,33754237;1,053527278;4;F;962,54;13,81860508
13,90999616;1,060917022;3;M;766,625;12,35845484
16,81091855;0,987525122;3;F;970,164;17,23832794
15,3210574;0,871556245;3;F;936,147;20,16962863
16,19505808;0,897326897;2;F;953,618;20,11319844
13,70515329;1,037275978;3;F;948,806;12,73782438
15,77523113;1,001486124;4;F;957,895;15,72844755
16,47102118;0,940251118;5;F;949,464;18,63085597
15,4068754;0,903161369;2;M;715,055;18,88790821
12,42158933;0,934255686;5;F;909,571;14,23133584
13,22018864;1,068475691;3;F;949,455;11,5799947
15,17440524;0,875065793;4;F;930,635;19,8166511
16,19459301;0,996985124;4;F;961,156;16,29268577
17,00754401;1,064662221;5;F;975,765;15,00437523
15,75882243;0,953167741;4;F;949,523;17,3454308
14,42410854;1,06278009;3;F;960,044;12,77033123
17,0049102;0,932747411;5;F;953,314;19,54547541
15,40737273;0,870388668;3;F;936,777;20,33771388
12,29976772;1,005228466;2;F;934,567;12,17215161
15,74493099;0,860816989;4;M;684,914;21,24805111
17,66482967;0,919401918;4;F;962,081;20,89770738
17,64513773;0,983978218;4;F;972,87;18,22443542
14,34255878;0,924256519;2;F;940,412;16,78964809
15,83823626;0,996817434;3;F;962,406;15,93953205
17,49297382;1,053512937;4;F;983,23;15,76100477
12,14690894;1,002939024;4;F;923,31;12,07582237
13,83063664;0,975146078;2;F;944,149;14,54463458
14,68627721;1,01324185;4;F;949,439;14,30492164
15,619967;0,96640095;4;F;950,44;16,72497263
12,91658621;0,91607927;2;F;925,333;15,39152442
17,75544002;0,947169659;3;M;762,434;19,79137121
13,39209802;1,040941089;4;F;941,724;12,35936949
16,99137222;1,039023005;2;F;985,351;15,73903594
16,88991022;0,882492479;3;F;953,067;21,68729143
17,18792812;0,959689908;3;M;760,92;18,6621499
12,13271431;0,867259243;4;F;900,108;16,13095563
16,37401525;1,032639936;2;M;793,044;15,35526644
15,98983222;0,925546305;2;F;956,445;18,66584281
17,8229191;1,010142324;4;M;788,045;17,46681418
16,3366886;0,89784887;5;F;940,967;20,26551057
15,75225473;0,954840873;4;F;949,745;17,27749293
14,63204087;1,060623304;5;F;952,274;13,00716277
14,48035648;0,873724976;3;F;928,445;18,96835863
14,19518678;1,003199913;2;F;952,418;14,10477424
13,04482318;1,007351593;5;F;927,98;12,85511724
12,42117365;0,911774041;4;F;910,445;14,94129317
13,6386083;0,92915803;4;F;925,088;15,79759178
16,45677887;0,9867083;3;F;966,625;16,90313542
12,78947332;1,012920129;2;F;940,575;12,46528628
13,87568062;1,037002597;4;F;945,697;12,90311616
16,45677128;0,861934435;5;M;688,425;22,15114449
16,07115826;0,856375214;2;F;945,467;21,91386588
13,45852287;0,906706838;4;F;919,542;16,37056298
16,00624262;0,988812659;2;F;967,358;16,37047799
19,9564063;1,250658162;7;F;1026,293;12,75866087
23,86148841;1,206050429;8;F;1051,499;16,40463589
26,64779541;1,240719082;7;M;1003,834;17,31068934
27,21285921;1,213966458;7;F;1089,718;18,46548846
25,42991446;1,267845345;6;M;1007,513;15,82021344
25,9735349;1,171611766;9;F;1061,22;18,92185065
26,30569407;1,283730553;9;M;1007,053;15,96254043
24,10787683;1,173666152;8;M;928,711;17,50127965
21,72871783;1,229484455;7;F;1039,708;14,37434341
25,41138374;1,171622162;7;M;952,347;18,51199221
25,41797701;1,165686806;8;F;1059,579;18,70584025
25,11805309;1,202009146;7;F;1067,575;17,38482926
26,76003265;1,319733996;7;F;1103,351;15,36433722
23,86840992;1,319999462;8;M;998,597;13,69859354
22,39813223;1,238511314;9;M;930,91;14,6019833
21,84140597;1,165887524;8;F;1025,278;16,06820196
27,86621589;1,23090487;6;M;1022,42;18,39200252
22,59582304;1,299476064;7;F;1059,931;13,38109322
26,35643165;1,211813583;6;M;992,19;17,9479553
20,22781852;1,159604444;7;F;1013,42;15,04282164
27,62821148;1,190238395;6;F;1094,371;19,50225633
21,14247284;1,204627273;9;F;1020,454;14,56969292
20,73309086;1,171395576;8;F;1015,575;15,10973654
27,03489666;1,325250731;7;F;1106,928;15,39318924
21,97521249;1,16228117;7;F;1030,65;16,26712033
24,22359846;1,332637192;8;M;1009,782;13,64001348
21,00859558;1,232997025;7;M;922,716;13,81888376
20,19380197;1,318087691;7;M;954,099;11,62330099
27,18508108;1,304261223;7;M;1042,966;15,9809086
25,79522698;1,276033032;7;F;1086,66;15,84220102
21,30308891;1,290298547;8;F;1041,26;12,79564443
23,35536771;1,311407675;7;M;994,072;13,58035951
27,57501141;1,238887101;9;M;1002,021;17,96603488
24,31156393;1,229018145;8;F;1059,724;16,09519741
20,15333873;1,156795876;7;M;872,899;15,06029716
25,80294065;1,201607321;7;M;972,704;17,87080319
22,06134904;1,172261637;8;M;899,971;16,05398899
26,06944862;1,28901883;9;M;1006,461;15,68965242
27,81641163;1,308319066;7;M;1053,644;16,25076327
21,47019504;1,220309075;8;M;915,896;14,41771074
24,82081703;1,227266615;7;F;1069,015;16,47927999
22,1103815;1,314760308;8;F;1053,169;12,79095784
26,74504664;1,247765237;7;F;1090,973;17,17819767
27,52741931;1,326677097;6;F;1116,598;15,63993827
27,95550983;1,234578387;8;M;1011,88;18,34129843
25,00914555;1,194828631;9;F;1055,909;17,51812466
26,64403555;1,184911724;7;F;1079,318;18,97701982
25,86900451;1,223998391;8;F;1073,822;17,26704508
25,05366566;1,158631368;7;F;1059,583;18,66296807
20,08380514;1,155852075;9;F;1001,999;15,03285558
23,45266312;1,290640457;8;F;1061,954;14,07931793
24,17231025;1,183122338;9;M;927,522;17,26866846
21,79517117;1,252381456;7;F;1044,238;13,8959111
25,37825916;1,254637958;7;M;993,401;16,12222517
26,48089725;1,174732176;7;F;1076,021;19,18911597
20,6999101;1,232169395;7;F;1030,288;13,63413608
26,11041626;1,16773792;7;F;1071,275;19,14798282
25,4677213;1,166858368;9;F;1055,556;18,70483143
26,42947123;1,183454342;8;F;1072,31;18,87058915
21,02345303;1,192175248;9;M;888,909;14,7918961
21,83391637;1,270952136;7;F;1047,767;13,51678021
24,36333867;1,216512773;8;M;953,634;16,46279067
20,30099904;1,240727461;9;M;903,287;13,18756525
23,94005868;1,221406494;8;M;950,282;16,04740306
26,63709167;1,157534007;6;F;1079,297;19,88013308
20,31458004;1,268681672;7;F;1032,796;12,62125429
26,2027503;1,256377411;9;F;1077,831;16,59994462
25,85781026;1,333177858;6;F;1101,675;14,54841095
22,27875778;1,332859351;6;M;996,849;12,54071579
20,53952555;1,285685606;7;F;1037,846;12,42569943
25,4088443;1,282058293;8;M;1000,73;15,4585718
27,64711775;1,307768541;9;F;1100,433;16,16546084
22,11489204;1,172961402;8;M;901,055;16,07375636
23,74957852;1,249120802;7;M;968,33;15,22113456
27,41041869;1,303575023;8;M;1038,91;16,13034321
23,0649946;1,223004978;7;M;945,893;15,42044504
26,68239946;1,206083052;6;F;1087,985;18,34300364
21,15997793;1,275110988;7;F;1042,005;13,01425266
27,32834312;1,296180076;9;M;1027,288;16,26606933
25,94251046;1,304002528;8;F;1088,129;15,25650776
24,92150989;1,278344712;7;M;998,997;15,25030018
24,86013836;1,302970207;8;F;1077,562;14,643152
21,35182542;1,193824309;8;M;901,032;14,98146122
20,31802451;1,17569277;8;M;877,803;14,69920291
27,32217446;1,218615088;8;M;995,221;18,39848903
27,57790066;1,183183836;7;F;1087,989;19,69957001
25,56947481;1,217995625;8;M;970,9;17,23575656
25,36824572;1,285212332;6;F;1088,821;15,35821233
22,6660178;1,301116805;7;M;979,483;13,38883079
21,86603659;1,253865606;6;M;951,698;13,90810917
24,6521327;1,271191335;6;M;998,53;15,2557179
19,91787575;1,258564607;7;F;1027,268;12,57453662
25,68054587;1,259641659;9;F;1073,372;16,18490745
27,24586955;1,164734877;7;F;1081,665;20,0838289
24,0740535;1,247652372;6;M;978,841;15,46543102
21,76287927;1,277641739;8;F;1043,523;13,33208795
26,23086995;1,227581383;6;M;998,354;17,40652617
24,40368497;1,333422769;8;M;1012,642;13,72523144
26,06420204;1,204442852;9;M;964,101;17,96685391
26,84626039;1,249957458;8;M;1004,372;17,18277621
21,81612237;1,162419043;9;F;1019,746;16,14552341
21,42640108;1,205069154;7;F;1032,655;14,75452695
22,50824753;1,156909522;9;F;1025,454;16,81678187
27,43507588;1,206389272;9;F;1081,163;18,85086281
24,32554569;1,29943341;7;M;1001,377;14,40636898
25,07869898;1,281252297;8;M;995,804;15,27691592
27,34520013;1,281073527;8;M;1026,766;16,66222492
26,49634148;1,17967867;9;M;957,639;19,03962799
25,22038992;1,190920701;6;M;966,18;17,78222528
24,47495306;1,250334539;8;F;1064,916;15,655589
20,84276527;1,207721367;8;M;901,007;14,2896581
21,81919108;1,274331579;8;M;947,689;13,43611632
22,18771402;1,313106458;9;M;965,325;12,86804838
22,07645997;1,169212018;9;F;1023,4;16,14889805
23,04067888;1,26955889;8;M;962,037;14,29517807
21,26326505;1,187197089;6;F;1032,751;15,08635444
26,54209442;1,240379922;7;F;1087,769;17,25145518
26,17555283;1,322944158;8;M;1031,677;14,9559098
22,58383411;1,316493369;8;F;1058,009;13,03047728
19,96371581;1,322245025;8;M;946,225;11,41872189
24,33104533;1,191715461;8;F;1053,57;17,13229801
27,46256613;1,217738328;8;F;1088,056;18,51966664
27,23666344;1,222337227;9;M;989,111;18,22937703
27,7283884;1,290320749;9;F;1098,247;16,65441057
19,96999861;1,212402941;6;M;904,99;13,58576419
23,39294218;1,278286238;6;F;1068,681;14,31622848
25,19494324;1,320288554;9;M;1010,115;14,4535879
25,70249959;1,213268792;6;M;983,959;17,4606862
25,80964671;1,173732659;8;F;1064,707;18,73456795
21,08773515;1,245550619;7;F;1036,286;13,59274516
27,45504338;1,157680432;9;F;1073,074;20,48541419
28,03799775;1,291551545;6;M;1055,096;16,80828914
24,04920299;1,216762504;7;M;956,255;16,24385306
19,94275871;1,272854792;9;F;1020,536;12,30913431
28,02465087;1,232293566;8;M;1011,684;18,4549065
21,26281905;1,324452819;8;M;965,127;12,12126258
25,85704699;1,315960684;8;F;1089,341;14,93114442
20,65665525;1,209851656;7;M;906,322;14,11223353
27,96257328;1,171456879;8;M;980,416;20,37626225
23,9670769;1,255562088;7;F;1065,629;15,2033286
24,52857382;1,212735863;9;F;1054,339;16,67784202
24,14407128;1,31349109;7;M;1005,919;13,99446313
27,57119081;1,258470182;8;F;1096,023;17,40883318
22,88908698;1,326653463;7;M;995,307;13,00509352
26,43455026;1,247979886;8;F;1083,328;16,97292742
23,5439567;1,231915989;8;F;1052,848;15,51376706
24,20283396;1,181859155;7;M;940,908;17,32745479
23,03233317;1,212411531;6;F;1054,02;15,66887505
20,73548793;1,266257434;6;M;942,405;12,9321354
27,70402569;1,331167885;8;F;1109,657;15,63425598
27,21926759;1,164465418;9;F;1071,964;20,07350655
23,69266745;1,158987629;7;F;1046,578;17,6382851
23,85867326;1,225773249;7;F;1059,525;15,87910467
24,52546748;1,273659738;6;M;998,029;15,1185609
27,37854603;1,161212864;8;M;967,293;20,30423842
26,14285992;1,173436956;8;M;956,476;18,98600418
26,68397597;1,296621438;8;F;1093,992;15,87172556
24,40367374;1,242066879;6;M;980,564;15,81849815
26,14540254;1,206033882;6;F;1082,822;17,97530693
27,08721849;1,316966953;7;M;1047,978;15,61761298
26,07731064;1,178000301;8;F;1068,002;18,79195646
27,31823701;1,241543585;6;M;1020,232;17,72265274
21,51654873;1,295375967;9;M;947,265;12,82274308
26,56477268;1,221893604;7;F;1084,844;17,79259612
23,86095988;1,319920346;7;M;1005,255;13,69595953
21,71115171;1,312553654;9;M;958,52;12,60226858
23,05385127;1,201218414;8;M;928,047;15,9771578
27,78427626;1,158864972;7;F;1085,836;20,6887102
21,33523387;1,200334047;8;F;1026,275;14,80788927
26,14723111;1,265047241;8;M;1002,341;16,33850134
25,71968383;1,309300582;8;F;1086,89;15,00330381
24,40126377;1,309295247;7;M;1007,345;14,2343335
20,17400002;1,320570466;6;F;1044,967;11,56828172
27,33810073;1,297175591;9;F;1095,666;16,24691107
24,26481267;1,187976884;7;F;1056,998;17,19336816
20,59325985;1,27272808;8;M;930,092;12,7131698
24,221251;1,158148002;6;M;936,105;18,05794997
26,10437102;1,327472277;6;F;1103,072;14,81365798
20,52890836;1,300677091;8;F;1035,593;12,13463936
22,91470082;1,196537295;8;M;923,8;16,00522235
21,76654498;1,274904165;7;M;954,054;13,39166013
22,31567591;1,285938344;7;M;967,094;13,49490255
23,65253821;1,325686616;7;M;1005,283;13,45847987
27,44729352;1,305044878;9;F;1098,052;16,11567995
21,03625284;1,328953723;7;F;1049,97;11,9110121
26,68520151;1,275970551;6;F;1099,893;16,3903861
27,68629143;1,230517928;8;F;1092,376;18,28474444
21,55131474;1,279237616;8;F;1041,763;13,16956188
24,77393786;1,311958123;7;M;1013,782;14,39312503
23,61468001;1,158699239;7;F;1045,78;17,58897866
20,64118379;1,220070259;8;F;1022,967;13,86643816
21,4532899;1,302766549;7;F;1049,522;12,6403967
27,70234182;1,165812099;7;M;980,828;20,38258995
21,27952319;1,30591754;6;M;969,688;12,47758056
20,19185564;1,237895307;9;M;900,376;13,17675283
24,48117682;1,229370284;9;F;1056,712;16,19820415
27,65688338;1,223275293;8;M;1002,137;18,48224956
26,36000205;1,163149563;8;F;1068,191;19,48382929
24,80832411;1,233089574;7;M;974,819;16,31579258
25,81276233;1,179404524;7;M;961,737;18,55704854
26,13473862;1,187040818;7;F;1074,79;18,54756301
26,14544888;1,3308871;7;M;1042,036;14,76092833
27,48277265;1,178693566;9;F;1076,913;19,78147719
20,0419176;1,276774236;6;M;938,161;12,29450509
22,31476185;1,156434244;8;F;1028,216;16,68592816
23,01336967;1,254111974;7;F;1056,227;14,63213115
26,89394947;1,320696868;7;F;1104,8;15,41871883
27,31451129;1,297487401;7;F;1104,892;16,22509079
27,8653027;1,252083719;7;M;1026,197;17,77448507
23,87166092;1,293214686;8;M;985,249;14,27385829
26,16814576;1,292186999;6;M;1029,797;15,67192035
23,12855784;1,196588555;7;M;933,556;16,15321094
20,61397544;1,251932325;8;F;1028,123;13,15224978
22,75186729;1,162348267;7;F;1038,117;16,8400936
20,0223532;1,324509636;7;F;1039,481;11,41313288
27,78461212;1,165790355;7;F;1087,017;20,44388466
21,60788085;1,230848979;9;M;916,252;14,26272922
22,81236726;1,275049197;6;M;975,254;14,03189967
22,34463984;1,330302575;8;M;982,873;12,62619509
21,14746293;1,165263669;8;M;883,952;15,57434748
27,54033194;1,156797884;7;F;1083,143;20,58041839
24,56139438;1,293873327;7;M;1001,828;14,67133042
20,01732777;1,275880238;6;M;937,378;12,29663492
20,94562833;1,235378353;8;M;916,244;13,72440164
26,80816539;1,256629666;7;F;1093,085;16,97666888
20,64165055;1,167649887;8;F;1014,06;15,13976515
26,11210376;1,211769412;8;F;1074,077;17,78287154
22,06396003;1,158834584;7;F;1030,916;16,43011361
27,74463241;1,252935849;9;M;1011,369;17,67344872
27,1878218;1,240367216;9;M;997,457;17,67151799
23,72344264;1,183587169;9;M;921,605;16,93468859
22,80557513;1,314803297;9;F;1055,15;13,19226784
21,01756651;1,156418696;8;F;1015,76;15,71636918
26,62465773;1,272087128;9;M;1005,601;16,45319773
24,02776544;1,271951442;9;M;969,956;14,85156839
24,61985827;1,229097349;8;M;963,441;16,29719961
23,36003892;1,315103921;7;F;1069,924;13,50682948
27,62112977;1,279320572;7;F;1104,747;16,87651118
21,99142587;1,200126702;6;M;926,546;15,26859909
22,3833938;1,16681043;7;F;1035,338;16,44089025
20,48250571;1,233057525;7;M;915,539;13,47151406
22,92500155;1,171072959;7;F;1041,262;16,71635048
24,6545893;1,181457764;7;F;1059,632;17,66287401
23,15742794;1,318944014;7;M;995,129;13,31182497
21,82161315;1,295430732;6;M;971,871;13,00344608
23,74837614;1,309127957;8;F;1067,936;13,85701617
22,79842805;1,18992835;6;F;1047,953;16,10138669
22,63922728;1,308052559;9;F;1052,406;13,23156486
21,94192485;1,319872156;6;M;985,74;12,59537172
24,67248134;1,15938209;7;M;936,104;18,35522256
26,87457287;1,23949145;7;M;1006,327;17,49260542
27,59966809;1,170788833;8;F;1081,391;20,13477202
23,54019148;1,317950742;6;M;1006,676;13,55225714
26,43172409;1,19202289;7;F;1078,488;18,60185703
22,61095167;1,291740557;7;M;974,04;13,55090345
19,94419151;1,199609239;9;F;1008,098;13,85915755
21,30186562;1,26838846;8;F;1037,524;13,24076495
23,5380968;1,267241367;7;M;974,493;14,65725563
20,29105483;1,229667274;6;F;1030,638;13,41928556
20,0064288;1,159709752;9;M;858,743;14,87547883
21,97578618;1,265672951;8;F;1043,532;13,7183356
26,79169315;1,163783343;7;F;1077,143;19,78134817
26,63315285;1,227356432;8;F;1081,729;17,67995585
23,30994843;1,203017515;8;M;932,455;16,10636037
21,14250305;1,272211055;7;F;1041,344;13,06285397
26,18097485;1,250601178;7;F;1086,04;16,73971834
27,7122806;1,28505223;7;M;1040,584;16,78149734
22,90612608;1,26904489;6;M;973,536;14,22321181
25,63849799;1,218702104;8;M;972,198;17,26225218
23,04904346;1,182998898;8;F;1039,781;16,46964456
23,22940065;1,295133653;7;M;984,21;13,84869427
24,45680904;1,279521215;7;M;993,219;14,93842498
20,71069493;1,314005286;7;M;959,139;11,99500537
24,85822601;1,244290993;9;F;1062,868;16,05558808
22,94122762;1,310384137;6;F;1069,801;13,36039814
26,62745444;1,156683137;8;F;1069,66;19,90218881
22,98566824;1,180804985;6;F;1048,199;16,48544892
26,47121056;1,259269828;9;M;997,09;16,69306972
25,10859725;1,286352572;9;M;991,964;15,1740815
26,83821996;1,289499822;9;M;1017,234;16,14028261
26,77216834;1,210034857;7;M;990,196;18,28469773
26,30458757;1,171465044;7;F;1073,773;19,1678247
24,17600242;1,260259;7;F;1068,434;15,22176017
26,54870471;1,201806668;6;M;989,821;18,38121092
